models/result_gpt2_t0-task-quail_context_description_question_answer_text,models/result_gpt2_t0-task-race_high_Write_a_multi_choice_question_options_given_,0.024100296936618786
models/result_gpt2_t0-task-race_high_Read_the_article_and_answer_the_question_no_option_,models/result_gpt2_t0-task-race_middle_Is_this_the_right_answer,0.014625734571988383
models/result_gpt2_t0-task-duorc_ParaphraseRC_decide_worth_it,models/result_gpt2_t0-task-adversarial_qa_dbidaf_generate_question,0.02929422239928196
models/result_gpt2_t0-task-adversarial_qa_dbert_answer_the_following_q,models/result_gpt2_t0-task-sciq_Direct_Question,0.07495456282049417
models/result_gpt2_t0-task-quail_context_question_description_answer_text,models/result_gpt2_t0-task-wiki_qa_exercise,0.022256203306217987
models/result_gpt2_t0-task-amazon_polarity_user_satisfied,models/result_gpt2_t0-task-wiqa_what_is_the_final_step_of_the_following_process,0.021034659119322896
models/result_gpt2_t0-task-quoref_Found_Context_Online,models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,0.024921400588937104
models/result_gpt2_t0-task-ropes_plain_no_background,models/result_gpt2_t0-task-wiki_qa_Topic_Prediction_Answer_Only,0.07679093318680923
models/result_gpt2_t0-task-quail_context_description_question_answer_text,models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,0.023548356567819912
models/result_gpt2_t0-task-race_high_Read_the_article_and_answer_the_question_no_option_,models/result_gpt2_t0-task-duorc_ParaphraseRC_build_story_around_qa,0.0204388625958624
models/result_gpt2_t0-task-duorc_ParaphraseRC_decide_worth_it,models/result_gpt2_t0-task-wiki_hop_original_generate_subject_and_object,0.035085135993237294
models/result_gpt2_t0-task-adversarial_qa_dbert_answer_the_following_q,models/result_gpt2_t0-task-wiki_hop_original_explain_relation,0.033772859101494156
models/result_gpt2_t0-task-quoref_Found_Context_Online,models/result_gpt2_t0-task-wiki_qa_Topic_Prediction_Question_and_Answer_Pair,0.03566776355728507
models/result_gpt2_t0-task-quail_context_question_description_answer_text,models/result_gpt2_t0-task-race_middle_Select_the_best_answer,0.021541637213279802
models/result_gpt2_t0-task-social_i_qa_Show_choices_and_generate_index,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_text,0.1074363011866808
models/result_gpt2_t0-task-race_high_Read_the_article_and_answer_the_question_no_option_,models/result_gpt2_t0-task-duorc_ParaphraseRC_decide_worth_it,0.02308078595281889
models/result_gpt2_t0-task-ropes_plain_no_background,models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,0.033342131258298956
models/result_gpt2_t0-task-adversarial_qa_dbert_answer_the_following_q,models/result_gpt2_t0-task-wiki_hop_original_choose_best_object_interrogative_2,0.05437379330396652
models/result_gpt2_t0-task-duorc_ParaphraseRC_decide_worth_it,models/result_gpt2_t0-task-adversarial_qa_dbert_answer_the_following_q,0.048825162928551435
models/result_gpt2_t0-task-quail_context_description_question_answer_text,models/result_gpt2_t0-task-wiqa_effect_with_string_answer,0.04064705331499378
models/result_gpt2_t0-task-quail_context_question_description_answer_text,models/result_gpt2_t0-task-quartz_use_info_from_paragraph_question,0.04719119674215714
models/result_gpt2_t0-task-quoref_Found_Context_Online,models/result_gpt2_t0-task-dream_generate_first_utterance,0.02395606638553242
models/result_gpt2_t0-task-social_i_qa_Show_choices_and_generate_index,models/result_gpt2_t0-task-cos_e_v1.11_rationale,0.025016199331730604
models/result_gpt2_t0-task-race_high_Read_the_article_and_answer_the_question_no_option_,models/result_gpt2_t0-task-quail_context_description_question_answer_id,0.023953251152609784
models/result_gpt2_t0-task-ropes_plain_no_background,models/result_gpt2_t0-task-dream_baseline,0.06891861371695995
models/result_gpt2_t0-task-adversarial_qa_dbert_answer_the_following_q,models/result_gpt2_t0-task-duorc_SelfRC_generate_question,0.03282412354989598
models/result_gpt2_t0-task-quail_context_question_description_answer_text,models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,0.020254143261505913
models/result_gpt2_t0-task-duorc_ParaphraseRC_decide_worth_it,models/result_gpt2_t0-task-duorc_SelfRC_title_generation,0.029111898154951632
models/result_gpt2_t0-task-quail_context_description_question_answer_text,models/result_gpt2_t0-task-quoref_Answer_Test,0.037966660068680845
models/result_gpt2_t0-task-social_i_qa_Show_choices_and_generate_index,models/result_gpt2_t0-task-quail_context_question_description_answer_text,0.028251624666154385
models/result_gpt2_t0-task-race_high_Read_the_article_and_answer_the_question_no_option_,models/result_gpt2_t0-task-quail_context_question_description_answer_id,0.025015450005109113
models/result_gpt2_t0-task-adversarial_qa_dbert_answer_the_following_q,models/result_gpt2_t0-task-kilt_tasks_hotpotqa_complex_question,0.04701424576342106
models/result_gpt2_t0-task-ropes_plain_no_background,models/result_gpt2_t0-task-quoref_What_Is_The_Answer,0.045828725366542734
models/result_gpt2_t0-task-quail_context_question_description_answer_text,models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,0.028630755143240094
models/result_gpt2_t0-task-quoref_Found_Context_Online,models/result_gpt2_t0-task-wiki_bio_comprehension,0.022717266304728884
models/result_gpt2_t0-task-duorc_ParaphraseRC_decide_worth_it,models/result_gpt2_t0-task-adversarial_qa_dbert_based_on,0.06268390314653516
models/result_gpt2_t0-task-social_i_qa_Show_choices_and_generate_index,models/result_gpt2_t0-task-duorc_ParaphraseRC_movie_director,0.02339647609430055
models/result_gpt2_t0-task-race_high_Read_the_article_and_answer_the_question_no_option_,models/result_gpt2_t0-task-quail_context_description_question_answer_text,0.03581842337734997
models/result_gpt2_t0-task-adversarial_qa_dbert_answer_the_following_q,models/result_gpt2_t0-task-wiki_hop_original_choose_best_object_affirmative_2,0.05314461995537082
models/result_gpt2_t0-task-ropes_plain_no_background,models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,0.07567980730285247
models/result_gpt2_t0-task-duorc_ParaphraseRC_decide_worth_it,models/result_gpt2_t0-task-ropes_plain_no_background,0.02833606496763726
models/result_gpt2_t0-task-quoref_Found_Context_Online,models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,0.06576668377965689
models/result_gpt2_t0-task-social_i_qa_Show_choices_and_generate_index,models/result_gpt2_t0-task-wiqa_effect_with_label_answer,0.248708159973224
models/result_gpt2_t0-task-quail_context_question_description_answer_text,models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,0.028381437606488664
models/result_gpt2_t0-task-quail_context_description_question_answer_text,models/result_gpt2_t0-task-quarel_testing_students,0.05589652651300033
models/result_gpt2_t0-task-duorc_ParaphraseRC_decide_worth_it,models/result_gpt2_t0-task-amazon_polarity_negative_or_positive_tone,0.02359291398897767
models/result_gpt2_t0-task-adversarial_qa_dbert_answer_the_following_q,models/result_gpt2_t0-task-duorc_ParaphraseRC_generate_question,0.03309789261159798
models/result_gpt2_t0-task-social_i_qa_Show_choices_and_generate_index,models/result_gpt2_t0-task-cos_e_v1.11_i_think,0.02503235257851581
models/result_gpt2_t0-task-quoref_Found_Context_Online,models/result_gpt2_t0-task-ropes_given_background_situation,0.039805811907475196
models/result_gpt2_t0-task-ropes_plain_no_background,models/result_gpt2_t0-task-ropes_background_new_situation_answer,0.3496290271480878
models/result_gpt2_t0-task-race_high_Read_the_article_and_answer_the_question_no_option_,models/result_gpt2_t0-task-wiki_qa_automatic_system,0.025162567927812535
models/result_gpt2_t0-task-duorc_ParaphraseRC_decide_worth_it,models/result_gpt2_t0-task-qasc_qa_with_separated_facts_2,0.03447502967901528
models/result_gpt2_t0-task-quail_context_question_description_answer_text,models/result_gpt2_t0-task-quarel_logic_test,0.05653463210910559
models/result_gpt2_t0-task-quail_context_description_question_answer_text,models/result_gpt2_t0-task-amazon_polarity_would_you_buy,0.029353129910305142
models/result_gpt2_t0-task-ropes_plain_no_background,models/result_gpt2_t0-task-duorc_ParaphraseRC_answer_question,0.025826318034281332
models/result_gpt2_t0-task-race_high_Read_the_article_and_answer_the_question_no_option_,models/result_gpt2_t0-task-amazon_polarity_Is_this_product_review_positive,0.02323142726284762
models/result_gpt2_t0-task-quail_context_question_description_answer_text,models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,0.0235556464176625
models/result_gpt2_t0-task-adversarial_qa_dbert_answer_the_following_q,models/result_gpt2_t0-task-quartz_given_the_fact_answer_the_q,0.0766652887687087
models/result_gpt2_t0-task-social_i_qa_Show_choices_and_generate_index,models/result_gpt2_t0-task-web_questions_question_answer,0.033901351038366556
models/result_gpt2_t0-task-quail_context_description_question_answer_text,models/result_gpt2_t0-task-wiki_qa_Generate_Question_from_Topic,0.026698090912153322
models/result_gpt2_t0-task-ropes_plain_no_background,models/result_gpt2_t0-task-social_i_qa_Generate_answer,0.034131815657019615
models/result_gpt2_t0-task-duorc_ParaphraseRC_decide_worth_it,models/result_gpt2_t0-task-amazon_polarity_user_satisfied,0.020467539550736547
models/result_gpt2_t0-task-race_high_Read_the_article_and_answer_the_question_no_option_,models/result_gpt2_t0-task-quoref_Found_Context_Online,0.026628808467648923
models/result_gpt2_t0-task-quail_context_question_description_answer_text,models/result_gpt2_t0-task-sciq_Direct_Question,0.03919917717576027
models/result_gpt2_t0-task-social_i_qa_Show_choices_and_generate_index,models/result_gpt2_t0-task-quartz_paragraph_question_plain_concat,0.14451060568292937
models/result_gpt2_t0-task-duorc_ParaphraseRC_decide_worth_it,models/result_gpt2_t0-task-social_i_qa_Show_choices_and_generate_index,0.02437017683405429
models/result_gpt2_t0-task-adversarial_qa_dbert_answer_the_following_q,models/result_gpt2_t0-task-qasc_qa_with_separated_facts_4,0.07567685144022107
models/result_gpt2_t0-task-ropes_plain_no_background,models/result_gpt2_t0-task-social_i_qa_Show_choices_and_generate_answer,0.05318583454936743
models/result_gpt2_t0-task-quoref_Found_Context_Online,models/result_gpt2_t0-task-duorc_SelfRC_extract_answer,0.039552578159297504
models/result_gpt2_t0-task-race_high_Read_the_article_and_answer_the_question_no_option_,models/result_gpt2_t0-task-adversarial_qa_dbidaf_generate_question,0.02247024855266015
models/result_gpt2_t0-task-quail_context_question_description_answer_text,models/result_gpt2_t0-task-wiki_hop_original_explain_relation,0.019507841517527897
models/result_gpt2_t0-task-quail_context_description_question_answer_text,models/result_gpt2_t0-task-duorc_SelfRC_answer_question,0.03776984413464864
models/result_gpt2_t0-task-adversarial_qa_dbert_answer_the_following_q,models/result_gpt2_t0-task-wiki_qa_found_on_google,0.029060893304025132
